Date,SHEL,CVX,BP,XOM,XEL,TSLA,IBDRY,JKS
2017-04-30 00:00:00-04:00,39.34152603,83.20562744,24.53960037,61.03105927,38.50191498,20.93799973,22.55722427,17.34000015
2017-05-01 00:00:00-04:00,39.19830322,82.59736633,24.53960037,61.33751297,38.28824615,21.52199936,22.50226402,17.10000038
2017-05-02 00:00:00-04:00,39.15307236,82.16069794,24.84706306,61.33003998,38.29679489,21.25933266,22.95764732,17.22999954
2017-05-03 00:00:00-04:00,39.40938187,83.22122192,24.80415916,61.81590271,38.21133423,20.73466682,23.04401016,17.34000015
2017-05-04 00:00:00-04:00,39.71090317,81.73178101,24.53960037,61.02357101,38.39080811,19.69733238,23.58576584,16.37000084
2017-05-05 00:00:00-04:00,40.87931061,82.49600983,25.24032593,61.30760193,38.50191498,20.55666733,23.92337799,16.92000008
2017-05-06 00:00:00-04:00,40.87931061,82.49600983,25.24032593,61.30760193,38.50191498,20.55666733,23.92337799,16.92000008
2017-05-07 00:00:00-04:00,40.87931061,82.49600983,25.24032593,61.30760193,38.50191498,20.55666733,23.92337799,16.92000008
2017-05-08 00:00:00-04:00,41.06775284,83.19000244,25.33327675,61.9579277,38.57028198,20.47933388,23.60931587,16.81999969
2017-05-09 00:00:00-04:00,40.83407593,81.94232941,25.27607346,61.52438736,38.26259995,21.4173336,23.43658638,17.42000008
2017-05-10 00:00:00-04:00,41.40698242,83.0496521,25.46519852,61.80356598,38.36516571,21.68133354,23.27955818,17.62000084
2017-05-11 00:00:00-04:00,41.43713379,82.82350159,25.61066818,62.33172607,38.58737946,21.54000092,22.88698387,17.38999939
2017-05-12 00:00:00-04:00,41.69342804,82.6285553,25.74159241,62.28646469,38.95487213,21.65399933,23.22459793,17.29000092
2017-05-13 00:00:00-04:00,41.69342804,82.6285553,25.74159241,62.28646469,38.95487213,21.65399933,23.22459793,17.29000092
2017-05-14 00:00:00-04:00,41.69342804,82.6285553,25.74159241,62.28646469,38.95487213,21.65399933,23.22459793,17.29000092
2017-05-15 00:00:00-04:00,41.94971848,83.32259369,25.97435379,62.47509384,39.15143967,21.05866623,23.30311012,17.45000076
2017-05-16 00:00:00-04:00,42.3341713,83.63450623,26.35985756,62.28646469,38.94633102,21.13400078,23.87626839,17.37000084
2017-05-17 00:00:00-04:00,42.32650375,82.47653961,26.30894089,61.86390305,38.98051834,20.40733337,23.71138763,16.97999954
2017-05-18 00:00:00-04:00,42.20384216,82.8467865,26.55624199,61.68283081,39.00614548,20.8706665,23.78990364,17.25
2017-05-19 00:00:00-04:00,42.54116058,83.91020966,26.86901093,61.81866837,39.18562317,20.72200012,24.41801834,18.38999939
2017-05-20 00:00:00-04:00,42.54116058,83.91020966,26.86901093,61.81866837,39.18562317,20.72200012,24.41801834,18.38999939
2017-05-21 00:00:00-04:00,42.54116058,83.91020966,26.86901093,61.81866837,39.18562317,20.72200012,24.41801834,18.38999939
2017-05-22 00:00:00-04:00,42.37250519,83.59511566,26.883564,62.09027481,39.57021713,20.69000053,24.53578758,19
2017-05-23 00:00:00-04:00,42.28816605,83.71327972,26.86174202,62.30908966,39.74969864,20.25733376,24.7870369,19.40999985
2017-05-24 00:00:00-04:00,42.18850327,83.67390442,26.83991623,62.09027481,39.97190094,20.68133354,24.58289528,19.29999924
2017-05-25 00:00:00-04:00,41.66719055,82.79949951,26.47623253,61.68283081,40.39068222,21.12199974,24.92051125,21.45999908
2017-05-26 00:00:00-04:00,41.71318817,82.49230957,26.48351097,61.53191757,40.42486572,21.6760006,24.67711639,19.03000069
2017-05-27 00:00:00-04:00,41.71318817,82.49230957,26.48351097,61.53191757,40.42486572,21.6760006,24.67711639,19.03000069
2017-05-28 00:00:00-04:00,41.71318817,82.49230957,26.48351097,61.53191757,40.42486572,21.6760006,24.67711639,19.03000069
2017-05-29 00:00:00-04:00,41.71318817,82.49230957,26.48351097,61.53191757,40.42486572,21.6760006,24.67711639,19.03000069
2017-05-30 00:00:00-04:00,41.79751968,81.97239685,26.38168335,61.19238663,40.66417694,22.34000015,24.75563049,18.84000015
2017-05-31 00:00:00-04:00,41.71318817,81.5154953,26.29439545,60.73966599,40.94620895,22.73399925,25.08539009,17.86000061
2017-06-01 00:00:00-04:00,41.74385071,82.13780212,26.35985756,60.89057541,41.13422775,22.69133377,25.17960548,18.34000015
2017-06-02 00:00:00-04:00,41.37586212,81.22402954,26.11982346,59.98514175,41.29661179,22.65666771,25.42300606,18.78000069
2017-06-03 00:00:00-04:00,41.37586212,81.22402954,26.11982346,59.98514175,41.29661179,22.65666771,25.42300606,18.78000069
2017-06-04 00:00:00-04:00,41.37586212,81.22402954,26.11982346,59.98514175,41.29661179,22.65666771,25.42300606,18.78000069
2017-06-05 00:00:00-04:00,41.5751915,81.28704834,26.24347496,60.45294571,40.88638687,23.1546669,25.53292465,17.20999908
2017-06-06 00:00:00-04:00,41.69019318,82.05903625,26.35985756,61.27539063,40.62998581,23.5233326,25.72135735,17.60000038
2017-06-07 00:00:00-04:00,41.17653275,81.74391937,25.7634201,61.04902649,40.93766022,23.9766674,25.47010994,18.01000023
2017-06-08 00:00:00-04:00,40.97720718,81.92511749,25.75613594,60.83021164,40.45905685,24.66666794,25.46226501,18.19000053
2017-06-09 00:00:00-04:00,41.29920197,83.81568909,26.06163979,61.9695549,40.46760559,23.82133293,25.09324074,17.37000084
2017-06-10 00:00:00-04:00,41.29920197,83.81568909,26.06163979,61.9695549,40.46760559,23.82133293,25.09324074,17.37000084
2017-06-11 00:00:00-04:00,41.29920197,83.81568909,26.06163979,61.9695549,40.46760559,23.82133293,25.09324074,17.37000084
2017-06-12 00:00:00-04:00,41.46786118,85.10759735,26.04708481,62.57317734,40.3223114,23.93400002,24.7870369,18.20000076
2017-06-13 00:00:00-04:00,41.78218842,85.17847443,26.20710564,62.59580994,40.53761292,25.06333351,24.82629395,18.54000092
2017-06-14 00:00:00-04:00,41.23786545,83.97325134,25.72704124,61.92427826,40.79598236,25.37733269,24.9911747,18.27000046
2017-06-15 00:00:00-04:00,40.70888138,83.76056671,25.63249397,62.06764984,40.98545074,25.02266693,24.81844521,17.78000069
2017-06-16 00:00:00-04:00,41.74385071,85.35179901,26.18528175,62.99572754,41.15769196,24.76000023,25.38374519,18.32999992
2017-06-17 00:00:00-04:00,41.74385071,85.35179901,26.18528175,62.99572754,41.15769196,24.76000023,25.38374519,18.32999992
2017-06-18 00:00:00-04:00,41.74385071,85.35179901,26.18528175,62.99572754,41.15769196,24.76000023,25.38374519,18.32999992
2017-06-19 00:00:00-04:00,41.49852371,84.65070343,26.21438408,62.44491196,40.98545074,24.65333366,25.21101379,18.72999954
2017-06-20 00:00:00-04:00,40.57855225,83.87870789,25.44336891,62.10536575,41.06296539,24.81599998,25.11679459,18.90999985
2017-06-21 00:00:00-04:00,40.04190445,82.31109619,25.20334053,61.44892883,40.95099258,25.09333229,25.28167915,19.39999962
2017-06-22 00:00:00-04:00,40.04956818,82.27958679,25.16697121,61.17730331,40.77015305,25.50733376,24.98331833,20.26000023
2017-06-23 00:00:00-04:00,40.33322906,82.71286011,25.34153557,61.57718658,40.5892868,25.56333351,24.79488945,20.77000046
2017-06-24 00:00:00-04:00,40.33322906,82.71286011,25.34153557,61.57718658,40.5892868,25.56333351,24.79488945,20.77000046
2017-06-25 00:00:00-04:00,40.33322906,82.71286011,25.34153557,61.57718658,40.5892868,25.56333351,24.79488945,20.77000046
2017-06-26 00:00:00-04:00,40.21821976,82.03541565,25.37063408,61.29800797,40.80460358,25.16600037,25.31308174,20.25
2017-06-27 00:00:00-04:00,40.8392067,81.9802475,25.56702995,61.19992447,40.48593903,24.15800095,25.00687408,20.21999931
2017-06-28 00:00:00-04:00,41.13054276,82.14569092,25.65430641,61.516819,40.02088165,24.74933243,25.1953125,20.62999916
2017-06-29 00:00:00-04:00,40.77787781,82.01965332,25.35609055,60.89057541,39.58165359,24.04999924,24.97546768,20.60000038
2017-06-30 00:00:00-04:00,40.77787781,82.18506622,25.20334053,60.91321945,39.51276398,24.10733223,24.91265869,20.79999924
2017-07-01 00:00:00-04:00,40.77787781,82.18506622,25.20334053,60.91321945,39.51276398,24.10733223,24.91265869,20.79999924
2017-07-02 00:00:00-04:00,40.77787781,82.18506622,25.20334053,60.91321945,39.51276398,24.10733223,24.91265869,20.79999924
2017-07-03 00:00:00-04:00,41.14586258,83.73693085,25.47246552,61.94691086,39.24579239,23.50799942,24.84342575,21.21999931
2017-07-04 00:00:00-04:00,41.14586258,83.73693085,25.47246552,61.94691086,39.24579239,23.50799942,24.84342575,21.21999931
2017-07-05 00:00:00-04:00,40.56321716,82.41352844,25.03604507,61.00374603,39.21134186,21.80599976,24.73876953,20.35000038
2017-07-06 00:00:00-04:00,40.70888138,81.78333282,25.05059242,60.45294571,39.24579239,20.58866692,24.60996246,19.81999969
2017-07-07 00:00:00-04:00,40.5862236,81.52336121,24.99240875,60.52841187,39.34912872,20.8813324,24.61801529,20.18000031
2017-07-08 00:00:00-04:00,40.5862236,81.52336121,24.99240875,60.52841187,39.34912872,20.8813324,24.61801529,20.18000031
2017-07-09 00:00:00-04:00,40.5862236,81.52336121,24.99240875,60.52841187,39.34912872,20.8813324,24.61801529,20.18000031
2017-07-10 00:00:00-04:00,40.47889328,81.16887665,24.97058296,60.48311234,39.23718262,21.06999969,24.80317116,20.62000084
2017-07-11 00:00:00-04:00,40.65520859,81.23191071,24.99240875,60.81512451,39.21995544,21.81466675,24.77902412,20.89999962
2017-07-12 00:00:00-04:00,41.00020218,81.8384552,25.36336136,61.08676529,39.52137756,21.96800041,25.40694809,21.69000053
2017-07-13 00:00:00-04:00,41.00020218,82.02750397,25.2542572,61.09429169,39.33191299,21.56066704,25.39889908,21.81999969
2017-07-14 00:00:00-04:00,41.2071991,82.27172089,25.42154884,61.32821274,39.54721069,21.85199928,25.54380608,23.11000061
2017-07-15 00:00:00-04:00,41.2071991,82.27172089,25.42154884,61.32821274,39.54721069,21.85199928,25.54380608,23.11000061
2017-07-16 00:00:00-04:00,41.2071991,82.27172089,25.42154884,61.32821274,39.54721069,21.85199928,25.54380608,23.11000061
2017-07-17 00:00:00-04:00,41.11520004,82.09054565,25.39972687,61.01131058,39.71945572,21.30466652,25.59210968,23.70000076
2017-07-18 00:00:00-04:00,41.38352203,81.7045517,25.33427429,60.81512451,39.96060562,21.88266754,25.82557297,25.52000046
2017-07-19 00:00:00-04:00,41.43720245,82.28748322,25.47974205,61.00374603,40.15006638,21.68400002,26.10733604,28.10000038
2017-07-20 00:00:00-04:00,41.65952301,82.42138672,25.530653,61.01131058,40.5892868,21.99466705,25.84972,27.82999992
2017-07-21 00:00:00-04:00,41.44486237,81.33429718,25.22515869,60.45294571,40.83904266,21.89333344,25.59210968,27.36000061
2017-07-22 00:00:00-04:00,41.44486237,81.33429718,25.22515869,60.45294571,40.83904266,21.89333344,25.59210968,27.36000061
2017-07-23 00:00:00-04:00,41.44486237,81.33429718,25.22515869,60.45294571,40.83904266,21.89333344,25.59210968,27.36000061
2017-07-24 00:00:00-04:00,41.32986832,81.29493713,25.06514168,60.26430893,40.39121246,22.83466721,25.17349052,28
